CODE ISIN,Code Maroclear,OPCVM,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Bentchmark,Périodicité VL,Souscripteurs,Affectation des résultats,Commission de souscription,Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,DatePublication,TypePublication
MA0000030405,3040,SICAV MAROC CROISSANCE,MAROGEST,SICAV,DIVERSIFIÉ,-,-,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.005,0.02,CIH BANK,MAROGEST,299697085.34,5107.66,-0.058249,-,-0.003694,-0.000947,0.013256,-0.058249,-0.062933,0.186914,0.345438,0.334394,2026-06-26,Hebdomadaire
MA0000030413,3041,BMCI CASH,CIH CAPITAL MANAGEMENT,SICAV,OCT,"[0,6  1,1[",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.0067,BMCI,CIH CAPITAL MANAGEMENT,32375628.93,195.15,0.014188,-,0.000359,0.000667,0.011821,0.014188,0.030577,0.061521,0.08998,0.109563,2026-06-26,Hebdomadaire
MA0000030470,3047,CFG CROISSANCE,CFG GESTION,SICAV,DIVERSIFIÉ,-,50% CFG 25 FLOTTANT + 50% CFG BONDS CT,QUOTIDIENNE,FGP,CAPITALISANT,0.002,0.002,0.015,CFG BANK,CFG GESTION; CFG BANK,1707829882.087718,9408.86,-0.037827,-,-0.009592,-0.024155,0.029585,-0.037827,-0.048564,0.20013,0.316291,0.244018,2026-06-26,Hebdomadaire
MA0000030488,3048,IRAD,BMCE CAPITAL GESTION,SICAV,MONÉTAIRE,"<0,5",Taux Repo au jour le jour,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.015,BANK OF AFRICA,BMCE CAPITAL GESTION,3743184378.21,2780.54,0.012866,-,0.000475,0.00156,0.007128,0.012866,0.025689,0.058145,0.095184,0.141137,2026-06-26,Hebdomadaire
MA0000030496,3049,SICAVENIR,BMCE CAPITAL GESTION,SICAV,OMLT,]3  7],MBI Global,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,125827843.18,4909.78,-0.007142,-,0.00103,-0.003719,0.007021,-0.007142,0.00668,0.09082,0.17966,0.086059,2026-06-26,Hebdomadaire
MA0000030504,3050,MAROC VALEURS,BMCE CAPITAL GESTION,SICAV,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.01,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,585038850.67,7461.75,-0.049811,-,-0.016556,-0.041158,0.043229,-0.049811,-0.062294,0.285292,0.481991,0.460974,2026-06-26,Hebdomadaire
MA0000030512,3051,HORIZON EXPANSION,UPLINE CAPITAL MANAGEMENT,SICAV,DIVERSIFIÉ,-,40% TMP + 60% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.02,BCP,UPLINE CAPITAL MANAGEMENT,4574166.55,41583.33,-0.021422,-,-0.009795,-0.025358,0.029029,-0.021422,-0.015305,0.19815,0.306535,0.284006,2026-06-26,Hebdomadaire
MA0000030520,3052,ATTIJARI DIVERSIFIE,WAFA GESTION,SICAV,DIVERSIFIÉ,-,30% MASI + 70% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,4779852384.44,749.19,0.04167,-,-0.016217,-0.046383,0.062847,0.04167,0.046428,0.245039,0.372243,0.317303,2026-06-26,Hebdomadaire
MA0000030538,3053,ATTIJARI PATRIMOINE MULTIGESTION,WAFA GESTION,SICAV,DIVERSIFIÉ,-,40% MASI + 60% MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,38084729.97,4678.71,0.004938,-,-0.014685,-0.035101,0.049478,0.004938,0.006248,0.254699,0.35233,0.285607,2026-06-26,Hebdomadaire
MA0000030546,3054,ATTIJARI OBLIGATIONS,WAFA GESTION,SICAV,OMLT,"[1,1  5[",MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,374135216.31,316.05,0.001394,-,0.001267,-0.000632,0.015226,0.001394,0.014281,0.074854,0.120586,0.118405,2026-06-26,Hebdomadaire
MA0000030553,3055,ATTIJARI TRESORERIE,WAFA GESTION,SICAV,MONÉTAIRE,"[0  0,5[",TMP,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,3354015047.95,5671.11,0.010268,-,0.000372,0.001165,0.005685,0.010268,0.019947,0.045171,0.074654,0.105934,2026-06-26,Hebdomadaire
MA0000030561,3056,CIMR ATTADAMOUN,UPLINE CAPITAL MANAGEMENT,SICAV,OMLT,"]1,1  10]",100% MBI MLT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,0.02,CDM,UPLINE CAPITAL MANAGEMENT,6903585687.71,957103.24,-0.006012,-,0.00214,-0.002504,0.010412,-0.006012,-0.000849,0.100573,0.199011,0.149053,2026-06-26,Hebdomadaire
MA0000030579,3057,CDM OPTIMUM,WAFA GESTION,SICAV,DIVERSIFIÉ,-,50% MBI MLT + 50% MASI RENTABILITE,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,WAFA GESTION,529697221.38,6853.91,-0.001058,-,-0.014753,-0.040009,0.045286,-0.001058,0.004969,0.241574,0.372193,0.300725,2026-06-26,Hebdomadaire
MA0000030587,3058,CDM GENERATION,WAFA GESTION,SICAV,OMLT,[3  5[,65% MBI MT + 35% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,WAFA GESTION,986459136.07,3587.93,-0.00543,-,-5.9e-05,-0.005433,0.012653,-0.00543,-0.000532,0.076916,0.157311,0.107721,2026-06-26,Hebdomadaire
MA0000030595,3059,CDM TRESOR PLUS,WAFA GESTION,SICAV,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,DISTRIBUANT,0.03,0.015,0.02,CDM,WAFA GESTION,236076989.69,1736.77,0.013036,-,0.000524,0.00154,0.00853,0.013036,0.024486,0.05878,0.09959,0.136905,2026-06-26,Hebdomadaire
MA0000030603,3060,CDM CASH,WAFA GESTION,SICAV,MONÉTAIRE,"[0  0,5[",40% TMP + 60% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.015,CDM,WAFA GESTION,1498265288.38,5977.61,0.010937,-,0.000395,0.001335,0.005935,0.010937,0.021356,0.049044,0.080534,0.115317,2026-06-26,Hebdomadaire
MA0000030611,3061,CDM EXPANSION,WAFA GESTION,SICAV,ACTIONS,-,MADEX,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,WAFA GESTION,445530036.45,7613.95,-0.004827,-,-0.020951,-0.046327,0.066409,-0.004827,-0.002055,0.379264,0.550381,0.462081,2026-06-26,Hebdomadaire
MA0000030629,3062,C.I.M.R IDDIKHAR,SAHAM CAPITAL GESTION,SICAV,OMLT,"]1,1  10]",MBI MLT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,SAHAM BANK,SAHAM BANK,6155999683.75,981974.74,-0.005673,-,0.002081,-0.002566,0.010173,-0.005673,-0.00061,0.090881,0.180692,0.148353,2026-06-26,Hebdomadaire
MA0000030637,3063,CIMR AJIAL,WAFA GESTION,SICAV,OMLT,"[5,5  9,5[",80% MBI MLT + 20% MBI LT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,WAFA GESTION,4043181924.28,1054284.73,0.009,-,0.007309,0.006427,0.002513,0.009,0.043346,0.113347,0.205425,0.216032,2026-06-26,Hebdomadaire
MA0000030645,3064,ATTIJARI PATRIMOINE VALEURS,WAFA GESTION,SICAV,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,1133867011.29,117.16,-0.012225,-,-0.022363,-0.051566,0.064124,-0.012225,-0.026344,0.325339,0.459938,0.348527,2026-06-26,Hebdomadaire
MA0000030678,3067,PALMARES FINANCIERES,WAFA GESTION,SICAV,DIVERSIFIÉ,-,70% MBI GLOBAL + 30% MASI RB,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,624962152.92,36894.87,-0.005412,-,-0.009141,-0.028221,0.030419,-0.005412,0.007188,0.225401,0.355608,0.331973,2026-06-26,Hebdomadaire
MA0000030686,3068,FRUCTI VALEURS,WAFA GESTION,SICAV,DIVERSIFIÉ,-,50% MASI + 50% MBI MT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.005,0.0025,0.01,ATTIJARIWAFA BANK,WAFA GESTION,21938481.12,558.32,0.019483,-,-0.012487,-0.037612,0.056124,0.019483,0.037461,0.319905,0.487772,0.480233,2026-06-26,Hebdomadaire
MA0000030694,3069,ATTIJARI PATRIMOINE DIVERSIFIE,WAFA GESTION,SICAV,DIVERSIFIÉ,-,50% MASI + 50% MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,53598715.59,5376.54,-0.020918,-,-0.011,-0.028904,0.035025,-0.020918,-0.02998,0.194264,0.330445,0.260037,2026-06-26,Hebdomadaire
MA0000030702,3070,ATTIJARI PATRIMOINE TAUX,WAFA GESTION,SICAV,OMLT,"[1,1  5[",MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,146326215.92,3926.32,-0.002165,-,0.000813,-0.001196,0.009988,-0.002165,-0.001338,0.050613,0.103829,0.074921,2026-06-26,Hebdomadaire
MA0000030710,3071,ATTIJARI SELECTION,WAFA GESTION,SICAV,DIVERSIFIÉ,-,40% MASI +60% MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,51481477.38,601.28,0.005956,-,-0.012417,-0.03035,0.0434,0.005956,0.007608,0.218226,0.311636,0.259911,2026-06-26,Hebdomadaire
MA0000030728,3072,CIMR PREVOYANCE,WAFA GESTION,SICAV,OMLT,"[1,5  10[",MBI MLT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,10396875776.11,1309100.45,-0.004113,-,0.002738,-0.00076,0.011602,-0.004113,0.003354,0.103281,0.203009,0.16453,2026-06-26,Hebdomadaire
MA0000030736,3073,BMCI TRESO PLUS,CIH CAPITAL MANAGEMENT,SICAV,MONÉTAIRE,"[0,6  1,1[",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,BMCI,CIH CAPITAL MANAGEMENT,1133163040.02,167.9,0.009925,-,0.000417,0.001193,0.00563,0.009925,0.019305,0.045389,0.075799,0.110376,2026-06-26,Hebdomadaire
MA0000030744,3074,CDG CROISSANCE,CDG CAPITAL GESTION,SICAV,ACTIONS,-,20% MBI GLOBAL + 80% CFG 25 FLOTTANT,HEBDOMADAIRE,FGP,CAPITALISANT,0.01,0.01,0.02,CDG CAPITAL,CDG CAPITAL GESTION,4489314.04,9471.12,-0.08623,-,-0.006913,-0.009348,0.019276,-0.08623,-0.095899,0.198089,0.326543,0.28258,2026-06-26,Hebdomadaire
MA0000030751,3075,CDG PATRIMOINE,CDG CAPITAL GESTION,SICAV,DIVERSIFIÉ,-,65% MBI GLOBAL + 35% CFG 25 FLOTTANT,HEBDOMADAIRE,FGP,CAPITALISANT,0.01,0.01,0.02,CDG CAPITAL,CDG CAPITAL GESTION,2834428.21,4333.98,-0.015528,-,-0.002699,-0.006182,0.008207,-0.015528,-0.010209,0.051467,0.094829,-0.005701,2026-06-26,Hebdomadaire
MA0000030769,3076,LEGACY ACCUMULATION FUND,VALORIS MANAGEMENT,SICAV,DIVERSIFIÉ,-,85% MBI + 15% MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,VALORIS MANAGEMENT,42524019.45,1513.2,-0.012175,-,-0.004454,-0.01469,0.017975,-0.012175,-0.007061,0.192538,0.295881,0.295548,2026-06-26,Hebdomadaire
MA0000030777,3077,HORIZON LIQUIDITE,SAHAM CAPITAL GESTION,SICAV,MONÉTAIRE,"[0  0,5[",MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,SAHAM BANK,SAHAM BANK,427490790.01,215.5,0.010598,-,0.000418,0.001301,0.005881,0.010598,0.021279,0.049326,0.081068,0.117017,2026-06-26,Hebdomadaire
MA0000030785,3078,HORIZON OBLIG PLUS,SAHAM CAPITAL GESTION,SICAV,OMLT,"]2,5  6,5]",MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.001,0.02,SAHAM BANK,SAHAM BANK,1299085388.97,246.81,-0.00967,-,0.000892,-0.004959,0.012305,-0.00967,-0.006961,0.074722,0.150254,0.126917,2026-06-26,Hebdomadaire
MA0000030793,3079,HORIZON CROISSANCE,SAHAM CAPITAL GESTION,SICAV,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.015,0.02,SAHAM BANK,SAHAM BANK,57031126.98,331.33,-0.053775,-,-0.020169,-0.051717,0.042017,-0.053775,-0.068932,0.292289,0.513337,0.452947,2026-06-26,Hebdomadaire
MA0000030801,3080,HORIZON PERSPECTIVES,SAHAM CAPITAL GESTION,SICAV,DIVERSIFIÉ,-,60% MBI MT + 40% MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.015,0.02,SAHAM BANK,SAHAM BANK,259768555.4,391.62,-0.024146,-,-0.008105,-0.024511,0.027335,-0.024146,-0.029346,0.181892,0.298475,0.261888,2026-06-26,Hebdomadaire
MA0000030827,3082,WG DIVERSIFIE,WAFA GESTION,SICAV,DIVERSIFIÉ,-,75% MBI MT + 25% MASI RB,HEBDOMADAIRE,FGP,CAPITALISANT,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,156283259.56,6818.94,0.010898,-,-0.00989,-0.02492,0.052372,0.010898,0.033585,0.300974,0.433794,0.405802,2026-06-26,Hebdomadaire
MA0000030835,3083,WG CROISSANCE,WAFA GESTION,SICAV,DIVERSIFIÉ,-,75% MBI MT + 25% MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,1058944797.03,5319.38,0.049647,-,-0.017404,-0.044118,0.070253,0.049647,0.07729,0.331259,0.443895,0.410632,2026-06-26,Hebdomadaire
MA0000035073,3507,CDG SECUR,CDG CAPITAL GESTION,FCP,OMLT,"]1,1  7]",60% MBI MLT + 40% MBI MT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG,CDG CAPITAL GESTION,4779082138.35,4393.27,-0.007975,-,0.001009,-0.003807,0.012342,-0.007975,-0.000735,0.107577,0.205905,0.128354,2026-06-26,Hebdomadaire
MA0000035081,3508,FCP CAM DYNAMIQUE,MAROGEST,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.006,0.02,CIH BANK,MAROGEST,122555423.93,4403.08,-0.083429,-,-0.008063,-0.0019,0.018385,-0.083429,-0.083951,0.242099,0.454674,0.37233,2026-06-26,Hebdomadaire
MA0000035099,3509,FCP CAM EPARGNE,MAROGEST,FCP,OMLT,"[3,5  7,5[",MBI MLT,HEBDOMADAIRE,FGP,CAPITALISANT,0.015,0.003,0.02,CIH BANK,MAROGEST,852822085.47,3508.42,-0.016227,-,0.000103,-0.00368,0.008822,-0.016227,-0.009036,0.08395,0.16281,0.088074,2026-06-26,Hebdomadaire
MA0000035164,3516,FCP CAM INVESTISSEMENT,MAROGEST,FCP,ACTIONS,-,CFG 25 FLOTTANT,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.006,0.02,CIH BANK,MAROGEST,96280412.41,4695.0,-0.08038,-,-0.007999,-0.001155,0.01559,-0.08038,-0.079363,0.483262,0.93373,0.844678,2026-06-26,Hebdomadaire
MA0000035180,3518,SANAD ACTIONS,CIH CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,HEBDOMADAIRE,FNPP,DISTRIBUANT,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,347919780.58,133456.0,-0.025799,-,-0.004738,-0.014309,0.017502,-0.025799,-0.017966,0.142781,0.239324,0.226387,2026-06-26,Hebdomadaire
MA0000035198,3519,SANAD OBLIGATAIRE,CIH CAPITAL MANAGEMENT,FCP,OMLT,"]1,1  13]",MBI,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,1509667.63,1509667.63,-0.011635,-,0.002091,-0.001498,0.010092,-0.011635,-0.018016,0.03142,0.048251,0.033543,2026-06-26,Hebdomadaire
MA0000035206,3520,ATLANTA OBLIGATIONS,CIH CAPITAL MANAGEMENT,FCP,OMLT,"]1,1  13]",MBI,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,551681246.0,2966028.2,-0.014155,-,0.001477,-0.004871,0.00892,-0.014155,-0.003399,0.056039,0.140114,0.094448,2026-06-26,Hebdomadaire
MA0000035438,3543,SECURITE DEVELOPPEMENT,CIH CAPITAL MANAGEMENT,FCP,OMLT,"]1,1  5]",MBI MT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,0.005,CIH BANK,CIH CAPITAL MANAGEMENT,4713401929.05,260380.18,0.001395,-,0.00057,-0.000332,0.008893,0.001395,0.00931,0.048058,0.083024,0.103122,2026-06-26,Hebdomadaire
MA0000035453,3545,SCR INTEGRALE,CDG CAPITAL GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,HEBDOMADAIRE,FNPP,DISTRIBUANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,218025043.74,6332.96,-0.089769,-,-0.012492,-0.021005,0.027229,-0.089769,-0.081095,0.280544,0.482243,0.405881,2026-06-26,Hebdomadaire
MA0000035461,3546,SCR OBLIGATIONS,CDG CAPITAL GESTION,FCP,OMLT,"]1,1  9]",MBI GLOBAL,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,-,CDG CAPITAL,CDG CAPITAL GESTION,2463165013.0,2722.58,-0.004544,-,0.005076,0.000621,0.015247,-0.004544,0.003599,0.093988,0.184052,0.080452,2026-06-26,Hebdomadaire
MA0000035487,3548,CDG ACTIONS,CDG CAPITAL GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,1707320274.27,7257.99,-0.079775,-,-0.013589,-0.026352,0.030413,-0.079775,-0.079351,0.230264,0.375355,0.320595,2026-06-26,Hebdomadaire
MA0000035495,3549,AL IKRAM,CIH CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,60% MASI + 40% MBI MT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.0075,BMCI,CIH CAPITAL MANAGEMENT,34559214.53,36378.12,-0.01345,-,-0.001597,-0.002812,0.017836,-0.01345,-0.003437,0.139652,0.229173,0.244511,2026-06-26,Hebdomadaire
MA0000035503,3550,CASACTIONS,CIH CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,HEBDOMADAIRE,FNPP,DISTRIBUANT,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,2462183.28,175870.23,-0.003504,-,0.000207,-0.001204,0.003112,-0.003504,0.001124,0.015973,0.030332,0.027557,2026-06-26,Hebdomadaire
MA0000035511,3551,AVENIR ACTIONS,CIH CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,HEBDOMADAIRE,FNPP,DISTRIBUANT,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,219888185.74,243239.14,-0.026479,-,-0.004332,-0.014038,0.01816,-0.026479,-0.019241,0.139906,0.227121,0.226372,2026-06-26,Hebdomadaire
MA0000035529,3552,AXA HORIZON,CIH CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,CFG 25 FLOTTANT,HEBDOMADAIRE,FNPP,MIXTE,0.03,0.015,0,BMCI,CIH CAPITAL MANAGEMENT,801893449.8,176511.88,-0.017334,-,-0.003864,-0.014777,0.018191,-0.017334,-0.006812,0.204417,0.319887,0.273145,2026-06-26,Hebdomadaire
MA0000035537,3553,CIMR THARWA,CIH CAPITAL MANAGEMENT,FCP,ACTIONS,-,MASI RN,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,0.02,BMCI,CIH CAPITAL MANAGEMENT,1082115018.37,487000.46,-0.034637,-,-0.014788,-0.039372,0.042286,-0.034637,-0.028902,0.394434,0.608439,0.610085,2026-06-26,Hebdomadaire
MA0000035545,3554,BMCI INVEST,CIH CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,60% MASI + 40% MBI MT,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.015,0.006,BMCI,CIH CAPITAL MANAGEMENT,830785.49,237.37,-0.005489,-,-0.006446,-0.019456,0.007941,-0.005489,-0.014121,0.042697,0.061916,0.044303,2026-06-26,Hebdomadaire
MA0000035552,3555,AXA AVENIR,CDG CAPITAL GESTION,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 25% MASI RN,HEBDOMADAIRE,FNPP,MIXTE,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,764575170.44,3574.68,-0.038877,-,-0.002929,-0.009746,0.01393,-0.038877,-0.039303,0.158255,0.247571,0.189507,2026-06-26,Hebdomadaire
MA0000035594,3559,HORIZON BALANCED FUND,SAHAM CAPITAL GESTION,FCP,DIVERSIFIÉ,-,50% MBI GLOBAL + 50% MASI,QUOTIDIENNE,FGP,DISTRIBUANT,0.02,0.015,0.02,SAHAM BANK,SAHAM BANK,1252126.93,104343.91,-0.033441,-,-0.009626,-0.052103,0.006236,-0.033441,-0.026295,0.205803,0.339612,0.358706,2026-06-26,Hebdomadaire
MA0000035651,3565,ATLAS PREMIUM,ATLAS CAPITAL MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.015,CIH BANK,ATLAS CAPITAL MANAGEMENT,980154.02,714.91,-0.021315,-,-0.015764,-0.032925,0.064678,-0.021315,-0.009271,0.445051,0.629425,0.612118,2026-06-26,Hebdomadaire
MA0000035677,3567,CDG HORIZONS,CDG CAPITAL GESTION,FCP,OMLT,"]1,1  5,1]",50% MBI MLT + 50% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,229688287.52,2247.54,0.002806,-,0.001386,0.000196,0.013168,0.002806,0.017908,0.093337,0.143711,0.128385,2026-06-26,Hebdomadaire
